run_id,timestamp_iso,t_elapsed_s,pass_index,pass_type,driven_amp,commanded_kv,commanded_gen_v,ain,amp_label,kind,mean_v,std_v,min_v,max_v,n_samples,n_windows,converted_value,converted_unit,stream_profile
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN10,X-,current,-0.0053226180927432145,0.0430963529885887,-0.07320030778646469,0.05794014036655426,12500,10,-0.05322618092743214,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN9,Y+,voltage,-0.009906962477783672,0.0032985983792687902,-0.021504005417227745,-0.0006993973511271179,12500,10,-0.009906962477783672,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN8,Y+,current,-0.00308166532594827,0.04231056809857756,-0.07193942368030548,0.05888593941926956,12500,10,-0.0308166532594827,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN7,Y-,voltage,-0.00997104069239227,0.0032478565515221486,-0.018036572262644768,-6.895467231515795e-05,12500,10,-0.00997104069239227,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN6,Y-,current,-0.003647754012645455,0.05085188037328709,-0.08517871797084808,0.07338821142911911,12500,10,-0.03647754012645455,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN13,X+,voltage,-3.002944068069458,0.0026206259348478993,-3.0098023414611816,-2.9946718215942383,12500,10,-3.002944068069458,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN12,X+,current,-0.02106614350602613,0.046214242904676524,-0.09116792678833008,0.05068900063633919,12500,10,-0.2106614350602613,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN11,X-,voltage,-0.01476323734940961,0.0028626758460070473,-0.022449670359492302,0.002137903356924653,12500,10,-0.01476323734940961,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN10,X-,current,-0.0053279638528684154,0.043106582676707146,-0.07225464284420013,0.05888593941926956,12500,10,-0.053279638528684156,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN9,Y+,voltage,-0.009850550463777035,0.0032875638426141025,-0.0221344493329525,-0.001014618668705225,12500,10,-0.009850550463777035,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN8,Y+,current,-0.0030838607949914875,0.04228636040656303,-0.07099375873804092,0.05888593941926956,12500,10,-0.030838607949914873,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN7,Y-,voltage,-0.00994314990056213,0.0032499558191154765,-0.01835179328918457,0.0002463022246956825,12500,10,-0.00994314990056213,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:14.045397+00:00,21.899419599969406,0,up,X+,-3.0,-3.0,AIN6,Y-,current,-0.003623769408232765,0.05084962364394166,-0.08297216892242432,0.07338821142911911,12500,10,-0.03623769408232765,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:15.832725+00:00,23.68673309998121,0,up,X+,-2.8,-2.8,AIN13,X+,voltage,-2.804612090396881,0.0026047780705907757,-2.8121585845947266,-2.797028064727783,12500,10,-2.804612090396881,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:15.832725+00:00,23.68673309998121,0,up,X+,-2.8,-2.8,AIN12,X+,current,-0.020023533162043895,0.04622466710300057,-0.09053748100996017,0.05195006728172302,12500,10,-0.20023533162043894,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:15.832725+00:00,23.68673309998121,0,up,X+,-2.8,-2.8,AIN11,X-,voltage,-0.014798289981820853,0.0028575111535107485,-0.022764891386032104,-6.895467231515795e-05,12500,10,-0.014798289981820853,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:15.832725+00:00,23.68673309998121,0,up,X+,-2.8,-2.8,AIN10,X-,current,-0.005314825371239567,0.043092997336641195,-0.07320030778646469,0.058255404233932495,12500,10,-0.05314825371239568,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:15.832725+00:00,23.68673309998121,0,up,X+,-2.8,-2.8,AIN9,Y+,voltage,-0.00986124277209863,0.003304132701423509,-0.021819228306412697,-0.001014618668705225,12500,10,-0.00986124277209863,kV,WAVEFORM
